DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO POBLADO,LATITUD,LONGITUD,NMI1,NMI2
LAMBAYEQUE,CHICLAYO,SAÑA,CORVACHO,-6.927723,-79.557892,3,11
LAMBAYEQUE,CHICLAYO,SAÑA,EL GAVILAN,-6.90329,-79.570471,0,0
LAMBAYEQUE,CHICLAYO,SAÑA,EL PORVENIR BAJO,-6.944875,-79.563445,6,29
LAMBAYEQUE,CHICLAYO,SAÑA,EL POTRERO,-6.936417,-79.558622,1,2
LAMBAYEQUE,CHICLAYO,SAÑA,EL ROSO,-6.959791,-79.574122,2,16
LAMBAYEQUE,CHICLAYO,SAÑA,FLOR DE LA ESPERANZA (NUEVO MOCUPE),-6.878042,-79.61134,10,15
LAMBAYEQUE,CHICLAYO,SAÑA,HUACA RAJADA,-6.797785,-79.601838,127,440
LAMBAYEQUE,CHICLAYO,SAÑA,LA NUEVA ESPERANZA,-6.976363,-79.57885,7,25
LAMBAYEQUE,CHICLAYO,SAÑA,LA OTRA BANDA,-6.942597,-79.580462,165,550
LAMBAYEQUE,CHICLAYO,SAÑA,LA PALERIA,-6.975625,-79.586543,3,7
LAMBAYEQUE,CHICLAYO,SAÑA,LA PARRA,-6.959958,-79.572396,7,34
LAMBAYEQUE,CHICLAYO,SAÑA,LAS ANIMAS,-6.951145,-79.589487,0,0
LAMBAYEQUE,CHICLAYO,SAÑA,LAS TRES COMPUERTAS,-6.942441,-79.555338,12,45
LAMBAYEQUE,CHICLAYO,SAÑA,LEVICHE,-6.957335,-79.575207,2,8
LAMBAYEQUE,CHICLAYO,SAÑA,LIMON,-6.95269,-79.576661,4,22
LAMBAYEQUE,CHICLAYO,SAÑA,MEDIO MUNDO,-6.89906,-79.578982,2,3
LAMBAYEQUE,CHICLAYO,SAÑA,NAYLAMP,-6.904688,-79.597165,12,42
LAMBAYEQUE,CHICLAYO,SAÑA,NUEVO COLLIQUE,-6.833973,-79.588542,14,44
LAMBAYEQUE,CHICLAYO,SAÑA,PALOMINO,-6.94283,-79.601573,44,124
LAMBAYEQUE,CHICLAYO,SAÑA,POPAN BAJO,-6.883387,-79.592145,52,177
LAMBAYEQUE,CHICLAYO,SAÑA,SALITRAL,-6.926773,-79.571526,7,32
LAMBAYEQUE,CHICLAYO,SAÑA,SALTUR,-6.811927,-79.638629,1066,3711
LAMBAYEQUE,CHICLAYO,SAÑA,SAN ANTONIO,-6.937284,-79.608444,0,0
LAMBAYEQUE,CHICLAYO,SAÑA,SAN NICOLAS,-6.93088,-79.613153,140,429
LAMBAYEQUE,CHICLAYO,SAÑA,SAN RAFAEL,-6.948271,-79.597034,44,159
LAMBAYEQUE,CHICLAYO,SAÑA,SAÑA,-6.918033,-79.583239,1228,4253
LAMBAYEQUE,CHICLAYO,SAÑA,SIPAN,-6.81048,-79.603536,295,878
LAMBAYEQUE,CHICLAYO,TUMAN,CALUPE,-6.778798,-79.678789,369,1425
LAMBAYEQUE,CHICLAYO,TUMAN,COMBO VIEJO,-6.762005,-79.723632,10,24
LAMBAYEQUE,CHICLAYO,TUMAN,CRUCE EL MILAGRO,-6.79984,-79.704832,10,25
LAMBAYEQUE,CHICLAYO,TUMAN,EL CARMEN,-6.70869,-79.674465,9,42
LAMBAYEQUE,CHICLAYO,TUMAN,EL MILAGRO,-6.790421,-79.700273,10,34
LAMBAYEQUE,CHICLAYO,TUMAN,EL TRIUNFO,-6.776877,-79.708648,69,248
LAMBAYEQUE,CHICLAYO,TUMAN,HUACA EL MONO,-6.752997,-79.692004,7,12
LAMBAYEQUE,CHICLAYO,TUMAN,LA GRANJA,-6.795653,-79.686675,91,384
LAMBAYEQUE,CHICLAYO,TUMAN,LA HUMEDAD,-6.764631,-79.68817,2,6
LAMBAYEQUE,CHICLAYO,TUMAN,LA PUNTA,-6.816722,-79.665935,44,183
LAMBAYEQUE,CHICLAYO,TUMAN,LOS CAJUSOLES,-6.703285,-79.68242,45,159
LAMBAYEQUE,CHICLAYO,TUMAN,LOS COCOS,-6.780619,-79.662737,1,3
LAMBAYEQUE,CHICLAYO,TUMAN,LUYA,-6.690907,-79.703872,218,699
LAMBAYEQUE,CHICLAYO,TUMAN,MORROPILLO NUEVO,-6.743588,-79.711124,47,157
LAMBAYEQUE,CHICLAYO,TUMAN,NUEVO MEXICO,-6.768265,-79.691888,11,48
LAMBAYEQUE,CHICLAYO,TUMAN,PLANTA ELECTRICA,-6.710212,-79.696237,1,4
LAMBAYEQUE,CHICLAYO,TUMAN,POTRERO (EL NARANJO),-6.746109,-79.684836,24,78
LAMBAYEQUE,CHICLAYO,TUMAN,PUENTE HERMOSA (CAMPO ALIAGA),-6.728303,-79.70102,16,61
LAMBAYEQUE,CHICLAYO,TUMAN,RINCONAZO,-6.809728,-79.679806,136,455
LAMBAYEQUE,CHICLAYO,TUMAN,SANTA TERESITA,-6.793952,-79.690004,8,23
LAMBAYEQUE,CHICLAYO,TUMAN,SANTEÑO,-6.76745,-79.685221,27,72
LAMBAYEQUE,CHICLAYO,TUMAN,TUMAN,-6.750994,-79.70124,6151,23335
LAMBAYEQUE,CHICLAYO,TUMAN,VICHAYAL,-6.706309,-79.677735,62,225
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,BARBA,-6.599419,-79.768872,3,11
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,CASIMIRO CHUMAN,-6.58464,-79.794682,0,0
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,CRUZ DE BOBADILLA,-6.606871,-79.78915,0,0
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,FALA,-6.673702,-79.785605,121,433
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,FERREÑAFE,-6.638935,-79.788374,8084,33526
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,HUACA LA CRUZ,-6.581432,-79.801587,0,0
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,HUACA LA YOVERA,-6.578261,-79.825786,36,127
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,LA MERCED,-6.584699,-79.797625,0,0
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,PIEDRA PARADA,-6.609295,-79.775036,0,0
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,RAMA SERQUEN,-6.595205,-79.771857,7,26
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,SACALAGUA,-6.598669,-79.769797,5,24
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,SAN ISIDRO,-6.672271,-79.782252,1,3
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,SAN JACINTO,-6.588797,-79.796663,4,18
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,SAN RICARDO,-6.660079,-79.796524,4,13
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,SANTA JULIA,-6.608773,-79.793108,0,0
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,SANTISTEBAN,-6.609858,-79.810496,4,11
LAMBAYEQUE,FERREÑAFE,FERREÑAFE,TOTORAL,-6.641205,-79.776587,7,37
LAMBAYEQUE,FERREÑAFE,INCAHUASI,EL PALTO,-6.382235,-79.489647,16,55
LAMBAYEQUE,FERREÑAFE,INCAHUASI,LA CALERA,-6.399532,-79.519302,8,23
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,ALGODONAL,-6.61733,-79.75766,0,0
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,ARMOLIN,-6.62757,-79.756585,9,23
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,CAMPO DE CRIA,-6.619188,-79.736087,18,58
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,CHOLOQUE,-6.668985,-79.719872,4,12
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,CUATRO DE MAYO,-6.644195,-79.73591,24,90
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,EL ALTO,-6.6002,-79.749092,48,162
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,EL CARRIZO,-6.65586,-79.724635,7,21
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,EL GUAYABO,-6.629253,-79.751065,8,27
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,EL MILAGRO,-6.642933,-79.778322,29,126
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,EL PALTAR,-6.621613,-79.745208,48,155
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,EL TRIUNFO,-6.694,-79.675302,48,176
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,FALA FALITA,-6.67889,-79.706633,21,69
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,GUANABAL,-6.632768,-79.743445,6,28
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,HUAYAQUIL,-6.632797,-79.746872,9,38
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,LA CHAVARRIA,-6.624285,-79.741337,5,17
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,LA CHOCOLA,-6.62879,-79.749918,12,40
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,LA ESPERANZA,-6.686333,-79.68823,31,125
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,LA JUANITA,-6.684368,-79.75374,11,35
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,LA NIEVE (NIEVES),-6.62292,-79.738045,10,22
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,LA OTRA BANDA,-6.64445,-79.73477,30,106
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,LA PARED,-6.656452,-79.728587,22,96
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,LA PRIMAVERA,-6.645035,-79.735315,30,108
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,LA QUEZADA,-6.627123,-79.747237,4,17
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,LIMON ALTO,-6.632923,-79.737543,12,45
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,LIMON BAJO,-6.640533,-79.73562,1,2
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,LUCUMO,-6.629963,-79.744382,8,27
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,LUZFAQUE,-6.60739,-79.748875,22,71
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,MAMAPE,-6.657,-79.752743,33,122
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,MANUEL ANTONIO MESONES MURO,-6.644926,-79.738764,456,1787
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,NERIO,-6.617943,-79.747018,26,101
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,PEDRO VERA CASIANO,-6.646517,-79.73572,12,49
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,SERQUEN,-6.59495,-79.74837,11,43
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,TUTUMO,-6.635018,-79.760437,4,10
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES URO,LA CHAVARRIA,-6.624285,-79.741337,5,17
LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES URO,LUCUMO,-6.629963,-79.744382,8,27
LAMBAYEQUE,FERREÑAFE,PITIPO,ALAMO,-6.549568,-79.786192,16,58
LAMBAYEQUE,FERREÑAFE,PITIPO,BALAZO,-6.534952,-79.785992,3,16
LAMBAYEQUE,FERREÑAFE,PITIPO,BATAN GRANDE,-6.482943,-79.652722,798,3106
LAMBAYEQUE,FERREÑAFE,PITIPO,BOTIJA,-6.565722,-79.765932,6,15
LAMBAYEQUE,FERREÑAFE,PITIPO,CACHINCHE,-6.522355,-79.80548,223,843
LAMBAYEQUE,FERREÑAFE,PITIPO,CALICANTRO BAJO,-6.412793,-79.585838,3,7
LAMBAYEQUE,FERREÑAFE,PITIPO,CALICANTRO,-6.41727,-79.5814,2,5
LAMBAYEQUE,FERREÑAFE,PITIPO,CALUPE,-6.473078,-79.73624,15,59
LAMBAYEQUE,FERREÑAFE,PITIPO,CAMPANA B,-6.469498,-79.654075,15,56
LAMBAYEQUE,FERREÑAFE,PITIPO,CAMPANA F,-6.475862,-79.649377,35,123
LAMBAYEQUE,FERREÑAFE,PITIPO,CENDER,-6.551185,-79.777902,7,23
LAMBAYEQUE,FERREÑAFE,PITIPO,COMEGEN,-6.468387,-79.627222,17,65
LAMBAYEQUE,FERREÑAFE,PITIPO,EL ESPINO,-6.56631,-79.77069,10,33
LAMBAYEQUE,FERREÑAFE,PITIPO,HUACA PARTIDA,-6.486742,-79.743307,89,346
LAMBAYEQUE,FERREÑAFE,PITIPO,HUACHO SAN ISIDRO,-6.467078,-79.634257,27,117
LAMBAYEQUE,FERREÑAFE,PITIPO,JABONERO,-6.572663,-79.781063,19,54
LAMBAYEQUE,FERREÑAFE,PITIPO,JAYANQUILLO,-6.456275,-79.615955,19,72
LAMBAYEQUE,FERREÑAFE,PITIPO,LA CAMPANA C,-6.478277,-79.669878,40,144
LAMBAYEQUE,FERREÑAFE,PITIPO,LA CAMPANA D,-6.47452,-79.684472,32,124
LAMBAYEQUE,FERREÑAFE,PITIPO,LA CAMPANA,-6.467887,-79.662043,47,196
LAMBAYEQUE,FERREÑAFE,PITIPO,LA CURVA,-6.48715,-79.752188,52,193
LAMBAYEQUE,FERREÑAFE,PITIPO,LA LIBERTAD,-6.393453,-79.491193,43,145
LAMBAYEQUE,FERREÑAFE,PITIPO,LA PANGOLA,-6.491458,-79.692267,37,116
LAMBAYEQUE,FERREÑAFE,PITIPO,LA PARED,-6.558093,-79.806525,69,210
LAMBAYEQUE,FERREÑAFE,PITIPO,LA PAZ,-6.47192,-79.633282,45,160
LAMBAYEQUE,FERREÑAFE,PITIPO,LA PIÑA,-6.548635,-79.776295,4,10
LAMBAYEQUE,FERREÑAFE,PITIPO,LA ZARANDA,-6.486103,-79.730862,237,821
LAMBAYEQUE,FERREÑAFE,PITIPO,LENTEJAL,-6.481788,-79.693228,22,65
LAMBAYEQUE,FERREÑAFE,PITIPO,LOS AGUILARES,-6.48484,-79.716077,103,392
LAMBAYEQUE,FERREÑAFE,PITIPO,MAGDALENA,-6.427845,-79.614628,23,79
LAMBAYEQUE,FERREÑAFE,PITIPO,MANCHURIA A,-6.436053,-79.625517,53,197
LAMBAYEQUE,FERREÑAFE,PITIPO,MANCHURIA B,-6.441877,-79.623153,29,122
LAMBAYEQUE,FERREÑAFE,PITIPO,MAURO,-6.558122,-79.771067,27,83
LAMBAYEQUE,FERREÑAFE,PITIPO,MIGUEL GRAU,-6.560773,-79.77724,22,68
LAMBAYEQUE,FERREÑAFE,PITIPO,MOCHUMANO,-6.472622,-79.69335,44,176
LAMBAYEQUE,FERREÑAFE,PITIPO,MOTUPILLO,-6.441981,-79.604664,568,2127
LAMBAYEQUE,FERREÑAFE,PITIPO,NUEVA ZARANDA,-6.51228,-79.75591,4,14
LAMBAYEQUE,FERREÑAFE,PITIPO,NUEVO AMANECER,-6.535332,-79.588478,3,16
LAMBAYEQUE,FERREÑAFE,PITIPO,NUEVO SAN LUIS,-6.461088,-79.637958,27,106
LAMBAYEQUE,FERREÑAFE,PITIPO,PATAPON,-6.479682,-79.614218,82,282
LAMBAYEQUE,FERREÑAFE,PITIPO,PATIVILCA,-6.454603,-79.671605,191,714
LAMBAYEQUE,FERREÑAFE,PITIPO,PITIPO,-6.565959,-79.780739,317,1188
LAMBAYEQUE,FERREÑAFE,PITIPO,POMA III,-6.439155,-79.803363,29,125
LAMBAYEQUE,FERREÑAFE,PITIPO,PUENTE DE PIEDRA,-6.477128,-79.67025,23,91
LAMBAYEQUE,FERREÑAFE,PITIPO,RESERVORIO NUEVA ESPERANZA,-6.441593,-79.610002,4,12
LAMBAYEQUE,FERREÑAFE,PITIPO,SAN JUAN,-6.4254,-79.610588,16,47
LAMBAYEQUE,FERREÑAFE,PITIPO,SAN LUIS,-6.45636,-79.631345,170,620
LAMBAYEQUE,FERREÑAFE,PITIPO,SAN MARTIN,-6.469923,-79.639162,10,31
LAMBAYEQUE,FERREÑAFE,PITIPO,SANDIAL,-6.473392,-79.713368,59,220
LAMBAYEQUE,FERREÑAFE,PITIPO,SANTA CLARA ALTA,-6.458162,-79.690918,77,279
LAMBAYEQUE,FERREÑAFE,PITIPO,SANTA CLARA BAJA,-6.455365,-79.738802,101,372
LAMBAYEQUE,FERREÑAFE,PITIPO,SANTA CLARA,-6.45732,-79.709976,120,437
LAMBAYEQUE,FERREÑAFE,PITIPO,SANTA ROSA DE CHAPARRY,-6.507343,-79.596095,24,66
LAMBAYEQUE,FERREÑAFE,PITIPO,SENCIE,-6.584185,-79.751652,14,52
LAMBAYEQUE,FERREÑAFE,PITIPO,SERQUEN,-6.594707,-79.767185,2,6
LAMBAYEQUE,FERREÑAFE,PITIPO,SIME,-6.538553,-79.796705,151,571
LAMBAYEQUE,FERREÑAFE,PITIPO,TAMBO REAL,-6.479217,-79.684637,166,655
LAMBAYEQUE,FERREÑAFE,PITIPO,TRES PUENTES A,-6.46639,-79.656573,157,538
LAMBAYEQUE,FERREÑAFE,PITIPO,TRES PUENTES B,-6.45714,-79.650817,66,249
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,BARRANCO,-6.605372,-79.81883,1,2
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,CARPA HUAMANTANGA,-6.647805,-79.847303,12,42
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,CARPINTERO,-6.63708,-79.808412,2,4
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,CHANAME,-6.617017,-79.839817,2,11
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,CHECLEFE,-6.596818,-79.825383,33,107
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,FALA RONDAN,-6.65879,-79.83611,8,32
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,FALA SECTOR II,-6.664078,-79.815075,36,124
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,LAS LOMAS,-6.596103,-79.842842,45,125
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,LOMAS PARTIDAS,-6.625243,-79.804823,4,5
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,LOS SANTIESTEBAN,-6.602998,-79.855917,13,45
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,MACALOPU-LAS LOMAS,-6.602837,-79.844258,34,144
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,MANRIQUE,-6.59504,-79.848472,31,126
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,PUEBLO NUEVO,-6.640255,-79.796203,3293,13733
LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,RAMA SOLTIN DERECHO,-6.637962,-79.810605,1,3
LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,CAIHUA,-6.14537,-79.670575,10,38
LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,CHAUPIACO,-6.159848,-79.583153,10,36
LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,CHOCHOPE,-6.157735,-79.647691,114,436
LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,ESPINAL (PIEDRA DE CAMPANA),-6.162555,-79.598135,28,94
LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,PARRANAL,-6.144692,-79.682723,28,83
LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,SECTOR LINDERO,-6.148011,-79.674418,37,136
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,CHIRIMOYO ALTO,-6.47841,-79.869333,74,340
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,CHIRIMOYO BAJO,-6.478865,-79.878635,58,273
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,COLOCHE,-6.45693,-79.873345,42,168
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,COMPUERTA MARCELO,-6.472927,-79.879043,52,238
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,CRUZ VERDE,-6.474952,-79.841618,38,146
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,CULPON ALTO,-6.46795,-79.834207,66,228
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,CULPON BAJO,-6.457353,-79.85326,72,273
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,HUACA DE PIEDRA,-6.469822,-79.832138,46,158
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,HUACA DE RICO,-6.46847,-79.860582,20,66
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,HUACA EL MUERTO,-6.470662,-79.893555,29,100
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,ILLIMO,-6.474015,-79.854745,1243,5037
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,LA GUITARRA,-6.47179,-79.889215,11,47
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,LA IGLESIA,-6.48786,-79.845402,76,311
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,LAS JUNTAS,-6.451895,-79.856873,43,161
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,LATINA,-6.480153,-79.855067,7,32
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SAN ISIDRO,-6.45374,-79.87824,73,280
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SAN JORGE,-6.474788,-79.834418,37,185
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SAN JUAN,-6.468265,-79.87562,82,309
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,SAN PEDRO DE SASAPE,-6.459883,-79.881398,101,414
LAMBAYEQUE,LAMBAYEQUE,ILLIMO,TORROMOTAL,-6.482455,-79.838117,20,90
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,CAHUIDE,-6.371055,-79.802585,108,376
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,CAUTIVO,-6.40757,-79.830403,63,244
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL ARENAL,-6.393958,-79.831692,114,451
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL LIMONAR,-6.24366,-79.89715,15,70
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL MARCO,-6.408672,-79.742752,98,334
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL MARQUEZ,-6.34278,-79.76793,72,253
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL MIRADOR,-6.36544,-79.792758,16,48
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL PROGRESO (OJO DE TORO),-6.438265,-79.771443,122,463
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL VERDE,-6.440795,-79.704046,107,340
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,EL ZAPOTAL,-6.369067,-79.74849,16,58
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,FLOR DEL PARAISO,-6.384539,-79.826751,12,45
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,JAYANCA,-6.392831,-79.82281,2013,8185
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LA CORALIZA,-6.387145,-79.825642,12,42
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LA REPRESA - LAUREL,-6.38893,-79.750803,17,62
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LA TOMASITA,-6.39621,-79.850167,78,323
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LA TRANCA,-6.425408,-79.730478,1,2
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LA VIÑA,-6.371917,-79.76626,208,780
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LADRILLERA EL MANGO,-6.346887,-79.779303,36,135
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LOS ANGELES,-6.333785,-79.801083,75,277
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,LOS HUERTOS,-6.388417,-79.815888,3,11
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,MILAGRO DE DIOS,-6.321986,-79.747769,13,29
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,NORIA NUEVA,-6.310107,-79.720532,98,363
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,NUEVO JAYANCA,-6.396121,-79.834626,63,123
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,OJO DE TORO PARTE ALTA,-6.437202,-79.746902,50,233
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,OJO DE TORO PARTE BAJA,-6.417743,-79.795188,53,208
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,PAMPA DE LINO,-6.362362,-79.831172,151,616
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,PAN DE AZUCAR,-6.42861,-79.726017,132,589
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,PRIMAVERA,-6.388645,-79.815732,1,3
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,PUERTO RICO,-6.310563,-79.761168,152,634
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,PUNTO DIAMANTE,-6.379735,-79.820253,16,51
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,PURISIMA CONCEPCION SECTOR A,-6.313092,-79.908067,1,3
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,PURISIMA CONCEPCION SECTOR B,-6.311258,-79.907982,1,3
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,PURISIMA CONCEPCION SECTOR C,-6.314002,-79.758563,55,199
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,SAN CARRANCO,-6.334167,-79.767465,280,985
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,SOLEDAD LA VICTORIA,-6.398168,-79.855967,32,129
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,VELOZ,-6.387873,-79.816207,1,6
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,VICTOR RAUL,-6.358563,-79.803205,32,113
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,VILLA SAN JUAN,-6.376655,-79.80682,101,405
LAMBAYEQUE,LAMBAYEQUE,JAYANCA,YURIMAGUAS,-6.31724,-79.901277,5,13
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SIALUPE HUAMANTANGA SECTOR PUNTO NUEVE,-6.62586,-79.88668,6,28
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,CADAPE,-6.673314,-79.878659,52,266
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,CAPILLA SANTA ROSA,-6.63204,-79.90593,3,17
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,DEMETRIO ACOSTA CHUEZ,-6.651162,-79.89404,47,222
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,EL PAPAYO,-6.60679,-79.890536,50,240
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,EUREKA,-6.708515,-79.854454,59,275
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,HUERTAS,-6.647695,-79.848138,14,126
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAS FLORES,-6.656237,-79.84081,5,24
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LOS VILCHEZ,-6.631447,-79.862593,10,38
LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MARIATEGUI,-6.716005,-79.858142,47,254
